armyPerception,civilianPerception,myWorld,percentCivilianGlassesWearers,redCrossPerception,totalNumberArmy,totalNumberCivilians,totalNumberRedCross,totalZombified
3.84609375,2.58671875,1,0.2578125,1.95703125,10,100,10,9
3.84609375,2.58671875,2,0.2578125,1.95703125,10,100,10,3
3.84609375,2.58671875,0,0.2578125,1.95703125,10,100,10,5
3.84609375,2.58671875,1,0.2578125,1.95703125,10,100,10,14
3.84609375,2.58671875,2,0.2578125,1.95703125,10,100,10,2
3.84609375,2.58671875,0,0.2578125,1.95703125,10,100,10,30
3.84609375,2.58671875,1,0.2578125,1.95703125,10,100,10,4
3.84609375,2.58671875,2,0.2578125,1.95703125,10,100,10,1
3.84609375,2.58671875,0,0.2578125,1.95703125,10,100,10,6
3.84609375,2.58671875,1,0.2578125,1.95703125,10,100,10,7
3.84609375,2.58671875,2,0.2578125,1.95703125,10,100,10,22
3.84609375,2.58671875,0,0.2578125,1.95703125,10,100,10,8
3.84609375,2.58671875,1,0.2578125,1.95703125,10,100,10,30
3.84609375,2.58671875,2,0.2578125,1.95703125,10,100,10,10
3.84609375,2.58671875,0,0.2578125,1.95703125,10,100,10,15
3.84609375,2.58671875,1,0.2578125,1.95703125,10,100,10,14
3.84609375,2.58671875,2,0.2578125,1.95703125,10,100,10,11
3.84609375,2.58671875,0,0.2578125,1.95703125,10,100,10,4
3.84609375,2.58671875,1,0.2578125,1.95703125,10,100,10,13
2.68359375,2.19921875,1,0.3828125,2.34453125,10,100,10,5
2.68359375,2.19921875,2,0.3828125,2.34453125,10,100,10,8
2.68359375,2.19921875,0,0.3828125,2.34453125,10,100,10,10
2.68359375,2.19921875,2,0.3828125,2.34453125,10,100,10,6
2.68359375,2.19921875,1,0.3828125,2.34453125,10,100,10,9
2.68359375,2.19921875,0,0.3828125,2.34453125,10,100,10,10
2.68359375,2.19921875,2,0.3828125,2.34453125,10,100,10,14
2.68359375,2.19921875,0,0.3828125,2.34453125,10,100,10,19
2.68359375,2.19921875,1,0.3828125,2.34453125,10,100,10,4
2.68359375,2.19921875,0,0.3828125,2.34453125,10,100,10,3
2.68359375,2.19921875,2,0.3828125,2.34453125,10,100,10,6
2.68359375,2.19921875,1,0.3828125,2.34453125,10,100,10,0
2.68359375,2.19921875,0,0.3828125,2.34453125,10,100,10,41
2.68359375,2.19921875,2,0.3828125,2.34453125,10,100,10,22
2.68359375,2.19921875,1,0.3828125,2.34453125,10,100,10,21
2.68359375,2.19921875,0,0.3828125,2.34453125,10,100,10,24
2.68359375,2.19921875,1,0.3828125,2.34453125,10,100,10,6
3.84609375,2.58671875,2,0.2578125,1.95703125,10,100,10,3
4.23359375,3.74921875,0,0.8828125,3.89453125,10,100,10,1
2.68359375,2.19921875,2,0.3828125,2.34453125,10,100,10,15
2.68359375,2.19921875,1,0.3828125,2.34453125,10,100,10,20
2.68359375,2.19921875,0,0.3828125,2.34453125,10,100,10,0
2.68359375,2.19921875,2,0.3828125,2.34453125,10,100,10,7
2.68359375,2.19921875,1,0.3828125,2.34453125,10,100,10,11
2.68359375,2.19921875,0,0.3828125,2.34453125,10,100,10,9
2.68359375,2.19921875,2,0.3828125,2.34453125,10,100,10,10
4.23359375,3.74921875,1,0.8828125,3.89453125,10,100,10,3
2.68359375,2.19921875,1,0.3828125,2.34453125,10,100,10,9
2.68359375,2.19921875,0,0.3828125,2.34453125,10,100,10,13
2.68359375,2.19921875,2,0.3828125,2.34453125,10,100,10,19
2.68359375,2.19921875,1,0.3828125,2.34453125,10,100,10,3
2.68359375,2.19921875,0,0.3828125,2.34453125,10,100,10,11
2.68359375,2.19921875,2,0.3828125,2.34453125,10,100,10,8
4.23359375,3.74921875,2,0.8828125,3.89453125,10,100,10,1
4.23359375,3.74921875,0,0.8828125,3.89453125,10,100,10,1
4.23359375,3.74921875,1,0.8828125,3.89453125,10,100,10,3
4.23359375,3.74921875,0,0.8828125,3.89453125,10,100,10,5
4.23359375,3.74921875,2,0.8828125,3.89453125,10,100,10,3
4.23359375,3.74921875,1,0.8828125,3.89453125,10,100,10,0
4.23359375,3.74921875,0,0.8828125,3.89453125,10,100,10,8
4.23359375,3.74921875,2,0.8828125,3.89453125,10,100,10,2
4.23359375,3.74921875,1,0.8828125,3.89453125,10,100,10,2
4.23359375,3.74921875,0,0.8828125,3.89453125,10,100,10,5
4.23359375,3.74921875,2,0.8828125,3.89453125,10,100,10,3
4.23359375,3.74921875,1,0.8828125,3.89453125,10,100,10,4
4.23359375,3.74921875,0,0.8828125,3.89453125,10,100,10,10
4.23359375,3.74921875,2,0.8828125,3.89453125,10,100,10,2
4.23359375,3.74921875,0,0.8828125,3.89453125,10,100,10,4
4.23359375,3.74921875,2,0.8828125,3.89453125,10,100,10,0
4.23359375,3.74921875,1,0.8828125,3.89453125,10,100,10,3
4.23359375,3.74921875,1,0.8828125,3.89453125,10,100,10,4
4.23359375,3.74921875,2,0.8828125,3.89453125,10,100,10,7
4.23359375,3.74921875,0,0.8828125,3.89453125,10,100,10,2
4.23359375,3.74921875,1,0.8828125,3.89453125,10,100,10,6
4.23359375,3.74921875,2,0.8828125,3.89453125,10,100,10,3
4.23359375,3.74921875,0,0.8828125,3.89453125,10,100,10,10
1.90859375,2.97421875,1,0.1328125,1.5695312499999998,10,100,10,18
1.90859375,2.97421875,0,0.1328125,1.5695312499999998,10,100,10,12
1.90859375,2.97421875,2,0.1328125,1.5695312499999998,10,100,10,20
1.90859375,2.97421875,2,0.1328125,1.5695312499999998,10,100,10,13
1.90859375,2.97421875,1,0.1328125,1.5695312499999998,10,100,10,10
1.90859375,2.97421875,0,0.1328125,1.5695312499999998,10,100,10,6
1.90859375,2.97421875,2,0.1328125,1.5695312499999998,10,100,10,8
1.90859375,2.97421875,1,0.1328125,1.5695312499999998,10,100,10,5
1.90859375,2.97421875,0,0.1328125,1.5695312499999998,10,100,10,30
1.90859375,2.97421875,2,0.1328125,1.5695312499999998,10,100,10,15
1.90859375,2.97421875,1,0.1328125,1.5695312499999998,10,100,10,13
1.90859375,2.97421875,0,0.1328125,1.5695312499999998,10,100,10,4
4.23359375,3.74921875,2,0.8828125,3.89453125,10,100,10,7
1.90859375,2.97421875,0,0.1328125,1.5695312499999998,10,100,10,24
4.23359375,3.74921875,1,0.8828125,3.89453125,10,100,10,1
4.23359375,3.74921875,0,0.8828125,3.89453125,10,100,10,2
4.23359375,3.74921875,2,0.8828125,3.89453125,10,100,10,5
4.23359375,3.74921875,1,0.8828125,3.89453125,10,100,10,4
1.90859375,2.97421875,1,0.1328125,1.5695312499999998,10,100,10,13
1.90859375,2.97421875,2,0.1328125,1.5695312499999998,10,100,10,19
1.90859375,2.97421875,0,0.1328125,1.5695312499999998,10,100,10,13
1.90859375,2.97421875,1,0.1328125,1.5695312499999998,10,100,10,6
1.90859375,2.97421875,2,0.1328125,1.5695312499999998,10,100,10,7
1.90859375,2.97421875,0,0.1328125,1.5695312499999998,10,100,10,27
1.90859375,2.97421875,1,0.1328125,1.5695312499999998,10,100,10,4
3.567578125,3.010546875,1,0.40234375,1.702734375,10,100,10,4
3.567578125,3.010546875,2,0.40234375,1.702734375,10,100,10,2
3.567578125,3.010546875,0,0.40234375,1.702734375,10,100,10,13
3.567578125,3.010546875,2,0.40234375,1.702734375,10,100,10,1
3.567578125,3.010546875,1,0.40234375,1.702734375,10,100,10,6
3.567578125,3.010546875,0,0.40234375,1.702734375,10,100,10,5
3.567578125,3.010546875,1,0.40234375,1.702734375,10,100,10,6
3.567578125,3.010546875,2,0.40234375,1.702734375,10,100,10,1
3.567578125,3.010546875,0,0.40234375,1.702734375,10,100,10,5
3.567578125,3.010546875,1,0.40234375,1.702734375,10,100,10,2
3.567578125,3.010546875,2,0.40234375,1.702734375,10,100,10,9
3.567578125,3.010546875,0,0.40234375,1.702734375,10,100,10,7
3.567578125,3.010546875,1,0.40234375,1.702734375,10,100,10,9
3.567578125,3.010546875,2,0.40234375,1.702734375,10,100,10,0
3.567578125,3.010546875,1,0.40234375,1.702734375,10,100,10,5
3.567578125,3.010546875,0,0.40234375,1.702734375,10,100,10,5
3.567578125,3.010546875,2,0.40234375,1.702734375,10,100,10,7
3.567578125,3.010546875,1,0.40234375,1.702734375,10,100,10,7
3.567578125,3.010546875,2,0.40234375,1.702734375,10,100,10,7
3.567578125,3.010546875,0,0.40234375,1.702734375,10,100,10,18
2.792578125,3.785546875,0,0.65234375,4.027734375,10,100,10,1
2.792578125,3.785546875,1,0.65234375,4.027734375,10,100,10,12
2.792578125,3.785546875,2,0.65234375,4.027734375,10,100,10,3
2.792578125,3.785546875,0,0.65234375,4.027734375,10,100,10,10
2.792578125,3.785546875,1,0.65234375,4.027734375,10,100,10,13
2.792578125,3.785546875,2,0.65234375,4.027734375,10,100,10,5
2.792578125,3.785546875,0,0.65234375,4.027734375,10,100,10,3
2.792578125,3.785546875,2,0.65234375,4.027734375,10,100,10,1
2.792578125,3.785546875,1,0.65234375,4.027734375,10,100,10,2
2.792578125,3.785546875,0,0.65234375,4.027734375,10,100,10,5
2.792578125,3.785546875,0,0.65234375,4.027734375,10,100,10,8
2.792578125,3.785546875,2,0.65234375,4.027734375,10,100,10,4
2.792578125,3.785546875,1,0.65234375,4.027734375,10,100,10,4
2.792578125,3.785546875,2,0.65234375,4.027734375,10,100,10,3
2.792578125,3.785546875,1,0.65234375,4.027734375,10,100,10,8
2.792578125,3.785546875,0,0.65234375,4.027734375,10,100,10,21
4.342578125,2.235546875,1,0.15234375,2.477734375,10,100,10,7
2.792578125,3.785546875,1,0.65234375,4.027734375,10,100,10,13
2.792578125,3.785546875,2,0.65234375,4.027734375,10,100,10,10
2.792578125,3.785546875,0,0.65234375,4.027734375,10,100,10,25
4.342578125,2.235546875,0,0.15234375,2.477734375,10,100,10,14
4.342578125,2.235546875,2,0.15234375,2.477734375,10,100,10,14
4.342578125,2.235546875,1,0.15234375,2.477734375,10,100,10,13
4.342578125,2.235546875,0,0.15234375,2.477734375,10,100,10,2
4.342578125,2.235546875,2,0.15234375,2.477734375,10,100,10,5
4.342578125,2.235546875,2,0.15234375,2.477734375,10,100,10,7
4.342578125,2.235546875,1,0.15234375,2.477734375,10,100,10,5
4.342578125,2.235546875,0,0.15234375,2.477734375,10,100,10,27
4.342578125,2.235546875,1,0.15234375,2.477734375,10,100,10,9
4.342578125,2.235546875,2,0.15234375,2.477734375,10,100,10,3
4.342578125,2.235546875,0,0.15234375,2.477734375,10,100,10,32
2.792578125,3.785546875,2,0.65234375,4.027734375,10,100,10,3
2.792578125,3.785546875,1,0.65234375,4.027734375,10,100,10,10
2.792578125,3.785546875,0,0.65234375,4.027734375,10,100,10,3
4.342578125,2.235546875,0,0.15234375,2.477734375,10,100,10,5
2.792578125,3.785546875,2,0.65234375,4.027734375,10,100,10,15
2.792578125,3.785546875,1,0.65234375,4.027734375,10,100,10,6
2.792578125,3.785546875,0,0.65234375,4.027734375,10,100,10,11
2.792578125,3.785546875,2,0.65234375,4.027734375,10,100,10,5
2.792578125,3.785546875,1,0.65234375,4.027734375,10,100,10,1
2.792578125,3.785546875,0,0.65234375,4.027734375,10,100,10,5
2.792578125,3.785546875,2,0.65234375,4.027734375,10,100,10,12
2.792578125,3.785546875,1,0.65234375,4.027734375,10,100,10,4
2.405078125,2.623046875,0,0.02734375,2.090234375,10,100,10,14
4.342578125,2.235546875,1,0.15234375,2.477734375,10,100,10,5
2.405078125,2.623046875,2,0.02734375,2.090234375,10,100,10,23
2.405078125,2.623046875,1,0.02734375,2.090234375,10,100,10,18
2.405078125,2.623046875,0,0.02734375,2.090234375,10,100,10,23
2.405078125,2.623046875,1,0.02734375,2.090234375,10,100,10,7
2.405078125,2.623046875,2,0.02734375,2.090234375,10,100,10,6
2.405078125,2.623046875,1,0.02734375,2.090234375,10,100,10,15
2.405078125,2.623046875,0,0.02734375,2.090234375,10,100,10,4
2.405078125,2.623046875,2,0.02734375,2.090234375,10,100,10,5
2.405078125,2.623046875,1,0.02734375,2.090234375,10,100,10,19
2.405078125,2.623046875,0,0.02734375,2.090234375,10,100,10,26
2.405078125,2.623046875,2,0.02734375,2.090234375,10,100,10,16
2.405078125,2.623046875,0,0.02734375,2.090234375,10,100,10,7
2.405078125,2.623046875,2,0.02734375,2.090234375,10,100,10,2
2.405078125,2.623046875,1,0.02734375,2.090234375,10,100,10,14
4.342578125,2.235546875,1,0.15234375,2.477734375,10,100,10,15
4.342578125,2.235546875,0,0.15234375,2.477734375,10,100,10,2
4.342578125,2.235546875,2,0.15234375,2.477734375,10,100,10,6
4.342578125,2.235546875,2,0.15234375,2.477734375,10,100,10,10
4.342578125,2.235546875,1,0.15234375,2.477734375,10,100,10,0
4.342578125,2.235546875,0,0.15234375,2.477734375,10,100,10,11
4.342578125,2.235546875,2,0.15234375,2.477734375,10,100,10,4
4.342578125,2.235546875,1,0.15234375,2.477734375,10,100,10,17
2.405078125,2.623046875,0,0.02734375,2.090234375,10,100,10,5
4.342578125,2.235546875,0,0.15234375,2.477734375,10,100,10,5
4.342578125,2.235546875,2,0.15234375,2.477734375,10,100,10,20
4.342578125,2.235546875,1,0.15234375,2.477734375,10,100,10,6
4.342578125,2.235546875,0,0.15234375,2.477734375,10,100,10,18
4.342578125,2.235546875,2,0.15234375,2.477734375,10,100,10,6
4.342578125,2.235546875,1,0.15234375,2.477734375,10,100,10,4
4.342578125,2.235546875,0,0.15234375,2.477734375,10,100,10,15
2.405078125,2.623046875,1,0.02734375,2.090234375,10,100,10,6
4.342578125,2.235546875,2,0.15234375,2.477734375,10,100,10,6
3.955078125,4.173046875,1,0.52734375,3.640234375,10,100,10,5
3.955078125,4.173046875,0,0.52734375,3.640234375,10,100,10,11
3.955078125,4.173046875,2,0.52734375,3.640234375,10,100,10,1
3.955078125,4.173046875,0,0.52734375,3.640234375,10,100,10,7
3.955078125,4.173046875,2,0.52734375,3.640234375,10,100,10,1
3.955078125,4.173046875,1,0.52734375,3.640234375,10,100,10,5
3.955078125,4.173046875,0,0.52734375,3.640234375,10,100,10,7
3.955078125,4.173046875,1,0.52734375,3.640234375,10,100,10,3
3.955078125,4.173046875,2,0.52734375,3.640234375,10,100,10,5
3.955078125,4.173046875,0,0.52734375,3.640234375,10,100,10,2
3.955078125,4.173046875,2,0.52734375,3.640234375,10,100,10,4
3.955078125,4.173046875,1,0.52734375,3.640234375,10,100,10,8
3.955078125,4.173046875,1,0.52734375,3.640234375,10,100,10,2
3.955078125,4.173046875,0,0.52734375,3.640234375,10,100,10,3
3.955078125,4.173046875,2,0.52734375,3.640234375,10,100,10,8
3.955078125,4.173046875,0,0.52734375,3.640234375,10,100,10,7
3.955078125,4.173046875,1,0.52734375,3.640234375,10,100,10,3
2.405078125,2.623046875,2,0.02734375,2.090234375,10,100,10,6
2.405078125,2.623046875,1,0.02734375,2.090234375,10,100,10,10
2.405078125,2.623046875,0,0.02734375,2.090234375,10,100,10,0
2.405078125,2.623046875,2,0.02734375,2.090234375,10,100,10,16
2.405078125,2.623046875,0,0.02734375,2.090234375,10,100,10,14
2.405078125,2.623046875,2,0.02734375,2.090234375,10,100,10,14
2.405078125,2.623046875,1,0.02734375,2.090234375,10,100,10,13
3.955078125,4.173046875,2,0.52734375,3.640234375,10,100,10,2
2.405078125,2.623046875,1,0.02734375,2.090234375,10,100,10,32
2.405078125,2.623046875,0,0.02734375,2.090234375,10,100,10,12
2.405078125,2.623046875,2,0.02734375,2.090234375,10,100,10,12
2.405078125,2.623046875,1,0.02734375,2.090234375,10,100,10,9
2.405078125,2.623046875,0,0.02734375,2.090234375,10,100,10,5
3.955078125,4.173046875,1,0.52734375,3.640234375,10,100,10,3
2.405078125,2.623046875,2,0.02734375,2.090234375,10,100,10,3
3.955078125,4.173046875,0,0.52734375,3.640234375,10,100,10,5
3.955078125,4.173046875,2,0.52734375,3.640234375,10,100,10,7
1.6300781249999998,3.398046875,1,0.27734375,2.865234375,10,100,10,16
1.6300781249999998,3.398046875,0,0.27734375,2.865234375,10,100,10,17
1.6300781249999998,3.398046875,2,0.27734375,2.865234375,10,100,10,14
1.6300781249999998,3.398046875,1,0.27734375,2.865234375,10,100,10,11
1.6300781249999998,3.398046875,0,0.27734375,2.865234375,10,100,10,16
1.6300781249999998,3.398046875,2,0.27734375,2.865234375,10,100,10,9
1.6300781249999998,3.398046875,2,0.27734375,2.865234375,10,100,10,4
1.6300781249999998,3.398046875,1,0.27734375,2.865234375,10,100,10,6
1.6300781249999998,3.398046875,0,0.27734375,2.865234375,10,100,10,38
1.6300781249999998,3.398046875,2,0.27734375,2.865234375,10,100,10,13
1.6300781249999998,3.398046875,1,0.27734375,2.865234375,10,100,10,23
1.6300781249999998,3.398046875,0,0.27734375,2.865234375,10,100,10,3
1.6300781249999998,3.398046875,2,0.27734375,2.865234375,10,100,10,1
1.6300781249999998,3.398046875,1,0.27734375,2.865234375,10,100,10,12
1.6300781249999998,3.398046875,0,0.27734375,2.865234375,10,100,10,41
1.6300781249999998,3.398046875,0,0.27734375,2.865234375,10,100,10,17
1.6300781249999998,3.398046875,2,0.27734375,2.865234375,10,100,10,6
1.6300781249999998,3.398046875,1,0.27734375,2.865234375,10,100,10,14
1.6300781249999998,3.398046875,0,0.27734375,2.865234375,10,100,10,3
3.955078125,4.173046875,2,0.52734375,3.640234375,10,100,10,2
3.955078125,4.173046875,1,0.52734375,3.640234375,10,100,10,7
3.955078125,4.173046875,0,0.52734375,3.640234375,10,100,10,1
3.955078125,4.173046875,2,0.52734375,3.640234375,10,100,10,4
1.6300781249999998,3.398046875,1,0.27734375,2.865234375,10,100,10,8
3.955078125,4.173046875,1,0.52734375,3.640234375,10,100,10,9
3.955078125,4.173046875,0,0.52734375,3.640234375,10,100,10,3
3.955078125,4.173046875,1,0.52734375,3.640234375,10,100,10,6
3.955078125,4.173046875,2,0.52734375,3.640234375,10,100,10,4
3.955078125,4.173046875,0,0.52734375,3.640234375,10,100,10,7
1.6300781249999998,3.398046875,1,0.27734375,2.865234375,10,100,10,7
1.6300781249999998,3.398046875,0,0.27734375,2.865234375,10,100,10,4
1.6300781249999998,3.398046875,2,0.27734375,2.865234375,10,100,10,9
1.6300781249999998,3.398046875,1,0.27734375,2.865234375,10,100,10,11
1.6300781249999998,3.398046875,0,0.27734375,2.865234375,10,100,10,15
1.6300781249999998,3.398046875,2,0.27734375,2.865234375,10,100,10,9
1.6300781249999998,3.398046875,2,0.27734375,2.865234375,10,100,10,18
1.6300781249999998,3.398046875,1,0.27734375,2.865234375,10,100,10,10
1.6300781249999998,3.398046875,0,0.27734375,2.865234375,10,100,10,4
3.1800781249999996,1.8480468749999999,1,0.77734375,4.415234375,10,100,10,14
3.1800781249999996,1.8480468749999999,2,0.77734375,4.415234375,10,100,10,13
3.1800781249999996,1.8480468749999999,0,0.77734375,4.415234375,10,100,10,9
3.1800781249999996,1.8480468749999999,0,0.77734375,4.415234375,10,100,10,7
3.1800781249999996,1.8480468749999999,1,0.77734375,4.415234375,10,100,10,5
1.6300781249999998,3.398046875,2,0.27734375,2.865234375,10,100,10,17
3.1800781249999996,1.8480468749999999,2,0.77734375,4.415234375,10,100,10,18
3.1800781249999996,1.8480468749999999,1,0.77734375,4.415234375,10,100,10,4
3.1800781249999996,1.8480468749999999,2,0.77734375,4.415234375,10,100,10,4
3.1800781249999996,1.8480468749999999,0,0.77734375,4.415234375,10,100,10,2
3.1800781249999996,1.8480468749999999,2,0.77734375,4.415234375,10,100,10,23
3.1800781249999996,1.8480468749999999,1,0.77734375,4.415234375,10,100,10,4
3.1800781249999996,1.8480468749999999,0,0.77734375,4.415234375,10,100,10,20
3.1800781249999996,1.8480468749999999,2,0.77734375,4.415234375,10,100,10,19
3.1800781249999996,1.8480468749999999,1,0.77734375,4.415234375,10,100,10,7
3.1800781249999996,1.8480468749999999,0,0.77734375,4.415234375,10,100,10,6
3.1800781249999996,1.8480468749999999,2,0.77734375,4.415234375,10,100,10,2
3.1800781249999996,1.8480468749999999,1,0.77734375,4.415234375,10,100,10,3
3.1800781249999996,1.8480468749999999,0,0.77734375,4.415234375,10,100,10,3
3.1800781249999996,1.8480468749999999,0,0.77734375,4.415234375,10,100,10,17
3.1800781249999996,1.8480468749999999,2,0.77734375,4.415234375,10,100,10,17
3.1800781249999996,1.8480468749999999,1,0.77734375,4.415234375,10,100,10,7
3.1800781249999996,1.8480468749999999,0,0.77734375,4.415234375,10,100,10,2
2.598828125,2.041796875,2,0.58984375,2.671484375,10,100,10,15
2.598828125,2.041796875,0,0.58984375,2.671484375,10,100,10,1
2.598828125,2.041796875,1,0.58984375,2.671484375,10,100,10,10
2.598828125,2.041796875,1,0.58984375,2.671484375,10,100,10,6
2.598828125,2.041796875,0,0.58984375,2.671484375,10,100,10,4
2.598828125,2.041796875,1,0.58984375,2.671484375,10,100,10,11
2.598828125,2.041796875,0,0.58984375,2.671484375,10,100,10,37
2.598828125,2.041796875,2,0.58984375,2.671484375,10,100,10,4
4.0640625,4.3546875,1,0.265625,4.2578125,10,100,10,4
4.0640625,4.3546875,2,0.265625,4.2578125,10,100,10,1
4.0640625,4.3546875,0,0.265625,4.2578125,10,100,10,24
4.0640625,4.3546875,1,0.265625,4.2578125,10,100,10,4
4.0640625,4.3546875,2,0.265625,4.2578125,10,100,10,2
4.0640625,4.3546875,0,0.265625,4.2578125,10,100,10,8
4.0640625,4.3546875,1,0.265625,4.2578125,10,100,10,3
4.0640625,4.3546875,2,0.265625,4.2578125,10,100,10,2
4.0640625,4.3546875,0,0.265625,4.2578125,10,100,10,10
4.0640625,4.3546875,1,0.265625,4.2578125,10,100,10,7
4.0640625,4.3546875,2,0.265625,4.2578125,10,100,10,20
4.0640625,4.3546875,0,0.265625,4.2578125,10,100,10,9
4.0640625,4.3546875,1,0.265625,4.2578125,10,100,10,6
4.0640625,4.3546875,2,0.265625,4.2578125,10,100,10,3
4.0640625,4.3546875,0,0.265625,4.2578125,10,100,10,20
4.0640625,4.3546875,1,0.265625,4.2578125,10,100,10,7
4.0640625,4.3546875,2,0.265625,4.2578125,10,100,10,10
4.0640625,4.3546875,0,0.265625,4.2578125,10,100,10,0
4.0640625,4.3546875,1,0.265625,4.2578125,10,100,10,8
4.0640625,4.3546875,2,0.265625,4.2578125,10,100,10,14
1.7390625,3.5796875,0,0.515625,1.9328124999999998,10,100,10,5
1.7390625,3.5796875,1,0.515625,1.9328124999999998,10,100,10,5
1.7390625,3.5796875,2,0.515625,1.9328124999999998,10,100,10,6
1.7390625,3.5796875,0,0.515625,1.9328124999999998,10,100,10,27
1.7390625,3.5796875,1,0.515625,1.9328124999999998,10,100,10,7
1.7390625,3.5796875,2,0.515625,1.9328124999999998,10,100,10,3
1.7390625,3.5796875,0,0.515625,1.9328124999999998,10,100,10,5
1.7390625,3.5796875,1,0.515625,1.9328124999999998,10,100,10,7
1.7390625,3.5796875,2,0.515625,1.9328124999999998,10,100,10,10
1.7390625,3.5796875,0,0.515625,1.9328124999999998,10,100,10,41
1.7390625,3.5796875,1,0.515625,1.9328124999999998,10,100,10,3
1.7390625,3.5796875,2,0.515625,1.9328124999999998,10,100,10,2
1.7390625,3.5796875,0,0.515625,1.9328124999999998,10,100,10,8
1.7390625,3.5796875,1,0.515625,1.9328124999999998,10,100,10,7
1.7390625,3.5796875,2,0.515625,1.9328124999999998,10,100,10,8
1.7390625,3.5796875,0,0.515625,1.9328124999999998,10,100,10,28
1.7390625,3.5796875,1,0.515625,1.9328124999999998,10,100,10,6
1.7390625,3.5796875,2,0.515625,1.9328124999999998,10,100,10,13
1.7390625,3.5796875,0,0.515625,1.9328124999999998,10,100,10,13
1.7390625,3.5796875,1,0.515625,1.9328124999999998,10,100,10,5
1.7390625,3.5796875,2,0.515625,1.9328124999999998,10,100,10,6
1.7390625,3.5796875,0,0.515625,1.9328124999999998,10,100,10,12
1.7390625,3.5796875,1,0.515625,1.9328124999999998,10,100,10,16
1.7390625,3.5796875,2,0.515625,1.9328124999999998,10,100,10,3
1.7390625,3.5796875,0,0.515625,1.9328124999999998,10,100,10,16
1.7390625,3.5796875,1,0.515625,1.9328124999999998,10,100,10,9
1.7390625,3.5796875,2,0.515625,1.9328124999999998,10,100,10,11
1.7390625,3.5796875,0,0.515625,1.9328124999999998,10,100,10,6
1.7390625,3.5796875,1,0.515625,1.9328124999999998,10,100,10,10
1.7390625,3.5796875,2,0.515625,1.9328124999999998,10,100,10,14
3.2890625,2.0296875,0,0.015625,3.4828125,10,100,10,2
3.2890625,2.0296875,1,0.015625,3.4828125,10,100,10,3
3.2890625,2.0296875,2,0.015625,3.4828125,10,100,10,20
3.2890625,2.0296875,0,0.015625,3.4828125,10,100,10,10
3.2890625,2.0296875,1,0.015625,3.4828125,10,100,10,4
3.2890625,2.0296875,2,0.015625,3.4828125,10,100,10,8
3.2890625,2.0296875,0,0.015625,3.4828125,10,100,10,2
3.2890625,2.0296875,1,0.015625,3.4828125,10,100,10,9
3.2890625,2.0296875,2,0.015625,3.4828125,10,100,10,26
3.2890625,2.0296875,0,0.015625,3.4828125,10,100,10,11
3.2890625,2.0296875,1,0.015625,3.4828125,10,100,10,1
3.2890625,2.0296875,2,0.015625,3.4828125,10,100,10,7
3.2890625,2.0296875,0,0.015625,3.4828125,10,100,10,11
3.2890625,2.0296875,1,0.015625,3.4828125,10,100,10,9
3.2890625,2.0296875,2,0.015625,3.4828125,10,100,10,11
3.2890625,2.0296875,0,0.015625,3.4828125,10,100,10,4
3.2890625,2.0296875,1,0.015625,3.4828125,10,100,10,3
3.2890625,2.0296875,2,0.015625,3.4828125,10,100,10,3
3.2890625,2.0296875,0,0.015625,3.4828125,10,100,10,9
3.2890625,2.0296875,1,0.015625,3.4828125,10,100,10,12
3.2890625,2.0296875,2,0.015625,3.4828125,10,100,10,6
3.2890625,2.0296875,0,0.015625,3.4828125,10,100,10,8
3.2890625,2.0296875,1,0.015625,3.4828125,10,100,10,14
3.2890625,2.0296875,2,0.015625,3.4828125,10,100,10,9
3.2890625,2.0296875,0,0.015625,3.4828125,10,100,10,6
3.2890625,2.0296875,1,0.015625,3.4828125,10,100,10,12
3.2890625,2.0296875,2,0.015625,3.4828125,10,100,10,9
3.2890625,2.0296875,0,0.015625,3.4828125,10,100,10,5
3.2890625,2.0296875,1,0.015625,3.4828125,10,100,10,11
3.2890625,2.0296875,2,0.015625,3.4828125,10,100,10,13
2.7078125,1.8359375,0,0.328125,2.1265625,10,100,10,26
2.7078125,1.8359375,1,0.328125,2.1265625,10,100,10,6
2.7078125,1.8359375,2,0.328125,2.1265625,10,100,10,14
2.7078125,1.8359375,0,0.328125,2.1265625,10,100,10,30
2.7078125,1.8359375,1,0.328125,2.1265625,10,100,10,10
2.7078125,1.8359375,2,0.328125,2.1265625,10,100,10,23
2.7078125,1.8359375,0,0.328125,2.1265625,10,100,10,3
2.7078125,1.8359375,1,0.328125,2.1265625,10,100,10,6
2.7078125,1.8359375,2,0.328125,2.1265625,10,100,10,17
2.7078125,1.8359375,0,0.328125,2.1265625,10,100,10,19
2.7078125,1.8359375,1,0.328125,2.1265625,10,100,10,4
2.7078125,1.8359375,2,0.328125,2.1265625,10,100,10,7
2.7078125,1.8359375,0,0.328125,2.1265625,10,100,10,11
2.7078125,1.8359375,1,0.328125,2.1265625,10,100,10,9
2.7078125,1.8359375,2,0.328125,2.1265625,10,100,10,7
2.7078125,1.8359375,0,0.328125,2.1265625,10,100,10,23
2.7078125,1.8359375,1,0.328125,2.1265625,10,100,10,13
2.7078125,1.8359375,2,0.328125,2.1265625,10,100,10,16
2.7078125,1.8359375,0,0.328125,2.1265625,10,100,10,6
2.7078125,1.8359375,1,0.328125,2.1265625,10,100,10,12
2.7078125,1.8359375,2,0.328125,2.1265625,10,100,10,23
